learnerId,tutorId,viewCount,messageCount,requestCount,rating,lastInteractionAt,interaction_score
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,y5E27NmxoUQt1jMjpo2lFZSrwPn1,4,0,0,,2025-05-15,0.20275808535630432
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,0W7NM9Ie82Ta9E6BWE569HKVAE42,4,0,0,,2024-12-11,0.036226516418361145
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,eOQddar3QtZyhchS9WDKPAXZhis2,5,3,0,,2025-07-23,1.2002452009147397
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,FtYF3kPPyFeyVUpTPRigfsV0YDl2,5,1,1,,2025-04-25,0.5276569437379226
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,DRzN2ih64uMGEuOjZprMovy5fW03,3,3,3,,2025-07-03,2.3590175523803127
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,v3njZn6muKYDNyM2HsyWgMrU8mi2,2,0,0,,2025-08-17,0.2881009197455093
iVGnW358jPevkAhMfbjqrEYtd7r1,xFlzvKYWz2PrAN2Bd8fbiPcNdtI2,1,5,0,,2025-04-27,0.456511769770146
iVGnW358jPevkAhMfbjqrEYtd7r1,PjAMGPVThoTMSJa9VXigyJuNy5y2,2,4,0,,2025-03-12,0.24893534183931973
iVGnW358jPevkAhMfbjqrEYtd7r1,6ZhMaFEz2JR9djnjIWdVgPRibWl2,2,0,0,,2025-06-17,0.14628153060567697
iVGnW358jPevkAhMfbjqrEYtd7r1,H8qRTDIPyASubMbX088q4u5PTkJ2,1,4,0,,2025-10-24,2.7598836081712275
iVGnW358jPevkAhMfbjqrEYtd7r1,2cPC4cc64pNHZ7sIOqBv7d6qup33,4,1,0,,2025-07-24,0.6619939762260147
iVGnW358jPevkAhMfbjqrEYtd7r1,0W7NM9Ie82Ta9E6BWE569HKVAE42,1,3,1,,2025-06-28,1.0744427734403124
lZgzVnsom0cCRgqbtWEkI6thRI73,y5E27NmxoUQt1jMjpo2lFZSrwPn1,3,5,0,,2025-10-22,3.898886758269805
lZgzVnsom0cCRgqbtWEkI6thRI73,exMEFoTNtJab9zbdtPUirylPR0S2,1,5,0,,2025-08-01,1.3264760906108328
lZgzVnsom0cCRgqbtWEkI6thRI73,v3njZn6muKYDNyM2HsyWgMrU8mi2,2,5,0,,2025-12-06,5.933702335763534
lZgzVnsom0cCRgqbtWEkI6thRI73,H8qRTDIPyASubMbX088q4u5PTkJ2,4,0,0,,2025-03-25,0.11504770909027666
lZgzVnsom0cCRgqbtWEkI6thRI73,YIeOeuPVRHTW01YOwKwSAxIVzGO2,1,5,1,4.0,2025-02-19,0.38243084179637243
lZgzVnsom0cCRgqbtWEkI6thRI73,DsrjfIvXpFQpDBqLNpFTvNByp0u2,1,4,0,,2025-05-17,0.46645707875187536
lZgzVnsom0cCRgqbtWEkI6thRI73,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,1,2,0,,2025-08-19,0.7364370707752683
lZgzVnsom0cCRgqbtWEkI6thRI73,Y1xiSEf7OsQabrNMK786vsstN702,2,0,0,,2025-04-02,0.06287122660066728
lZgzVnsom0cCRgqbtWEkI6thRI73,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,5,0,0,,2024-12-12,0.04578909722183545
lZgzVnsom0cCRgqbtWEkI6thRI73,DRzN2ih64uMGEuOjZprMovy5fW03,1,4,0,,2025-06-10,0.6090087745647572
n9FSkm6L0dbm5xZU5hYCCSYIqOI3,FtYF3kPPyFeyVUpTPRigfsV0YDl2,2,3,0,,2025-04-23,0.3175757291083129
n9FSkm6L0dbm5xZU5hYCCSYIqOI3,v3njZn6muKYDNyM2HsyWgMrU8mi2,5,5,0,,2025-10-06,3.766002641542678
n9FSkm6L0dbm5xZU5hYCCSYIqOI3,4JIeujA4Dnhs4idBMx38ZtXFoQf1,3,0,0,,2025-08-28,0.48833330016818655
n9FSkm6L0dbm5xZU5hYCCSYIqOI3,exMEFoTNtJab9zbdtPUirylPR0S2,5,5,2,3.0,2025-05-29,1.7055623377987734
n9FSkm6L0dbm5xZU5hYCCSYIqOI3,R15YifvlSQRs3vxkbBQIrxwfz1M2,3,0,0,,2025-12-01,1.4032604775474267
n9FSkm6L0dbm5xZU5hYCCSYIqOI3,y5E27NmxoUQt1jMjpo2lFZSrwPn1,2,1,0,,2025-10-18,1.1475068414748655
n9FSkm6L0dbm5xZU5hYCCSYIqOI3,Y1xiSEf7OsQabrNMK786vsstN702,4,0,0,,2025-03-07,0.09419309750337881
o9zp3QqHZefRfJZiVZt7M50uKHf2,v3njZn6muKYDNyM2HsyWgMrU8mi2,4,3,2,3.0,2025-03-30,0.7236397452400939
o9zp3QqHZefRfJZiVZt7M50uKHf2,eOQddar3QtZyhchS9WDKPAXZhis2,1,4,3,3.0,2025-10-26,9.030082827932008
o9zp3QqHZefRfJZiVZt7M50uKHf2,Y1xiSEf7OsQabrNMK786vsstN702,4,0,0,,2025-07-25,0.44626032029685964
o9zp3QqHZefRfJZiVZt7M50uKHf2,0W7NM9Ie82Ta9E6BWE569HKVAE42,4,0,0,,2025-05-14,0.2005176874456075
o9zp3QqHZefRfJZiVZt7M50uKHf2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,3,4,0,,2025-07-25,1.227215880816364
o9zp3QqHZefRfJZiVZt7M50uKHf2,R15YifvlSQRs3vxkbBQIrxwfz1M2,2,3,0,,2025-08-11,1.0780816912638298
o9zp3QqHZefRfJZiVZt7M50uKHf2,iknR9qbLh9ZVXW6DLCa24hv0hq23,2,4,0,,2025-04-23,0.39696966138539114
o9zp3QqHZefRfJZiVZt7M50uKHf2,DRzN2ih64uMGEuOjZprMovy5fW03,5,0,0,,2025-01-24,0.073834329190537
p5R2FocRjXgb6las6vZEnIEeYXu2,2cPC4cc64pNHZ7sIOqBv7d6qup33,3,4,2,,2025-05-06,1.0549128390283502
p5R2FocRjXgb6las6vZEnIEeYXu2,nll9dUGXHMYqJxqYoLQeJo2rpGL2,4,4,0,,2024-12-20,0.12010947722628813
p5R2FocRjXgb6las6vZEnIEeYXu2,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,2,0,0,,2025-01-29,0.031220927161230903
p5R2FocRjXgb6las6vZEnIEeYXu2,UAUK5c6yUiPDhemJ4nHJIV4MLuE3,1,3,0,,2025-10-09,1.817037473332754
p5R2FocRjXgb6las6vZEnIEeYXu2,QJ8HvLQFoQaTr16OvNXZdZpnj7F3,1,0,0,,2025-06-22,0.0773191322746274
p5R2FocRjXgb6las6vZEnIEeYXu2,0D1aw9Bp5LPNSdnvWGFYNi1PWZE3,3,0,0,,2025-04-16,0.11017932613397712
p5R2FocRjXgb6las6vZEnIEeYXu2,ECcTDZvf9vOkwuc4xcbqBVNSFot1,3,2,1,,2025-05-24,0.7282676028565838
r1mdbzvd9BN5XqWvoIRIRAuyToK2,y5E27NmxoUQt1jMjpo2lFZSrwPn1,5,4,3,3.0,2025-04-08,1.102170408931896
r1mdbzvd9BN5XqWvoIRIRAuyToK2,v3njZn6muKYDNyM2HsyWgMrU8mi2,3,2,0,,2025-06-09,0.46843958364717986
r1mdbzvd9BN5XqWvoIRIRAuyToK2,eOQddar3QtZyhchS9WDKPAXZhis2,4,4,0,,2025-08-17,1.7286055184730555
r1mdbzvd9BN5XqWvoIRIRAuyToK2,YIeOeuPVRHTW01YOwKwSAxIVzGO2,4,0,0,,2025-08-28,0.6511110668909154
r1mdbzvd9BN5XqWvoIRIRAuyToK2,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,5,3,0,,2025-09-21,2.3377584354341474
r1mdbzvd9BN5XqWvoIRIRAuyToK2,R15YifvlSQRs3vxkbBQIrxwfz1M2,5,0,0,,2025-03-09,0.120387135302991
r1mdbzvd9BN5XqWvoIRIRAuyToK2,H8qRTDIPyASubMbX088q4u5PTkJ2,5,2,0,,2025-03-30,0.27364528181348086
r1mdbzvd9BN5XqWvoIRIRAuyToK2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,1,1,0,,2024-12-18,0.029367453982369514
rphBr9aAB5YB9teRoi7yWnRSLmy1,4JIeujA4Dnhs4idBMx38ZtXFoQf1,4,0,0,,2025-04-08,0.1344110254794995
rphBr9aAB5YB9teRoi7yWnRSLmy1,DsrjfIvXpFQpDBqLNpFTvNByp0u2,2,0,0,,2025-07-28,0.23069318225496285
rphBr9aAB5YB9teRoi7yWnRSLmy1,0W7NM9Ie82Ta9E6BWE569HKVAE42,5,2,2,4.0,2025-09-29,5.435340538222664
rphBr9aAB5YB9teRoi7yWnRSLmy1,exMEFoTNtJab9zbdtPUirylPR0S2,3,0,0,,2025-05-21,0.16255203483284378
rphBr9aAB5YB9teRoi7yWnRSLmy1,R15YifvlSQRs3vxkbBQIrxwfz1M2,4,3,0,,2025-10-29,3.2417217050075484
rphBr9aAB5YB9teRoi7yWnRSLmy1,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,1,2,0,,2025-07-06,0.45166235557384393
rphBr9aAB5YB9teRoi7yWnRSLmy1,H8qRTDIPyASubMbX088q4u5PTkJ2,1,5,0,,2025-10-19,3.190902039392396
rphBr9aAB5YB9teRoi7yWnRSLmy1,0l2f2PHXtNRUMCFN9TX6TIywPhx1,3,5,1,,2025-10-26,5.9573463100940325
rphBr9aAB5YB9teRoi7yWnRSLmy1,YIeOeuPVRHTW01YOwKwSAxIVzGO2,1,0,0,,2025-03-11,0.02461847032210109
tpQfofgNcOTYSgtzmeP2slhrfRh1,eOQddar3QtZyhchS9WDKPAXZhis2,5,0,0,,2025-06-26,0.4041652336924675
tpQfofgNcOTYSgtzmeP2slhrfRh1,FtYF3kPPyFeyVUpTPRigfsV0YDl2,2,2,0,,2025-03-24,0.17066471503830455
tpQfofgNcOTYSgtzmeP2slhrfRh1,0l2f2PHXtNRUMCFN9TX6TIywPhx1,2,3,2,4.0,2025-09-06,4.029698487164265
tpQfofgNcOTYSgtzmeP2slhrfRh1,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,1,5,0,,2025-09-01,1.8719306182363993
tpQfofgNcOTYSgtzmeP2slhrfRh1,4JIeujA4Dnhs4idBMx38ZtXFoQf1,2,0,0,,2025-11-19,0.8187307530779818
tpQfofgNcOTYSgtzmeP2slhrfRh1,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,3,0,0,,2025-03-09,0.07223228118179459
tpQfofgNcOTYSgtzmeP2slhrfRh1,DsrjfIvXpFQpDBqLNpFTvNByp0u2,2,4,0,,2025-08-31,1.6829513760328183
ugSQHvQw57RkVnchx74wr5BIUp02,R15YifvlSQRs3vxkbBQIrxwfz1M2,3,0,0,,2025-08-25,0.47232383032418224
ugSQHvQw57RkVnchx74wr5BIUp02,FtYF3kPPyFeyVUpTPRigfsV0YDl2,1,5,3,4.0,2025-09-04,5.524629950688653
ugSQHvQw57RkVnchx74wr5BIUp02,0W7NM9Ie82Ta9E6BWE569HKVAE42,4,2,2,,2025-02-19,0.3942585997900747
ugSQHvQw57RkVnchx74wr5BIUp02,iknR9qbLh9ZVXW6DLCa24hv0hq23,5,3,1,3.0,2025-01-19,0.2626145034339104
ugSQHvQw57RkVnchx74wr5BIUp02,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,1,2,0,,2025-01-01,0.05718366227809728
ugSQHvQw57RkVnchx74wr5BIUp02,Y1xiSEf7OsQabrNMK786vsstN702,3,2,0,,2025-09-09,1.301964242128805
ugSQHvQw57RkVnchx74wr5BIUp02,DsrjfIvXpFQpDBqLNpFTvNByp0u2,4,4,0,,2025-07-21,1.2805824644558073
ugSQHvQw57RkVnchx74wr5BIUp02,eOQddar3QtZyhchS9WDKPAXZhis2,4,0,0,,2025-11-01,1.3406400920712787
ugSQHvQw57RkVnchx74wr5BIUp02,exMEFoTNtJab9zbdtPUirylPR0S2,1,2,2,,2025-03-22,0.4729229853616639
ujIwgqVsRbSpTrQkffQvn48zVy52,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,1,0,0,,2025-02-23,0.02060882144324199
ujIwgqVsRbSpTrQkffQvn48zVy52,R15YifvlSQRs3vxkbBQIrxwfz1M2,1,0,0,,2025-01-23,0.014603697719247436
ujIwgqVsRbSpTrQkffQvn48zVy52,exMEFoTNtJab9zbdtPUirylPR0S2,4,0,0,,2025-05-14,0.2005176874456075
ujIwgqVsRbSpTrQkffQvn48zVy52,eOQddar3QtZyhchS9WDKPAXZhis2,3,1,1,3.0,2025-11-10,4.741236612362995
ujIwgqVsRbSpTrQkffQvn48zVy52,v3njZn6muKYDNyM2HsyWgMrU8mi2,3,0,0,,2025-06-01,0.18368464237947285
ujIwgqVsRbSpTrQkffQvn48zVy52,0l2f2PHXtNRUMCFN9TX6TIywPhx1,1,1,0,,2025-05-23,0.1662047375435008
ujIwgqVsRbSpTrQkffQvn48zVy52,y5E27NmxoUQt1jMjpo2lFZSrwPn1,4,4,0,,2025-06-25,0.9592784764781634
ujIwgqVsRbSpTrQkffQvn48zVy52,FtYF3kPPyFeyVUpTPRigfsV0YDl2,4,5,3,,2025-07-26,3.6099713403457954
ujIwgqVsRbSpTrQkffQvn48zVy52,0W7NM9Ie82Ta9E6BWE569HKVAE42,3,0,0,,2025-07-07,0.274025286079102
v3jjcvBOFbS0gDrinWReQsK6pPt2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,3,0,0,,2025-06-24,0.23716970568859008
v3jjcvBOFbS0gDrinWReQsK6pPt2,H8qRTDIPyASubMbX088q4u5PTkJ2,1,2,2,,2025-05-28,0.9956312897510257
v3jjcvBOFbS0gDrinWReQsK6pPt2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,2,5,0,,2025-07-19,1.2524389403404776
v3jjcvBOFbS0gDrinWReQsK6pPt2,exMEFoTNtJab9zbdtPUirylPR0S2,4,4,0,,2025-06-03,0.7512488615438391
v3jjcvBOFbS0gDrinWReQsK6pPt2,YIeOeuPVRHTW01YOwKwSAxIVzGO2,3,5,0,,2025-04-23,0.5160605598010084
v3jjcvBOFbS0gDrinWReQsK6pPt2,Y1xiSEf7OsQabrNMK786vsstN702,4,5,1,3.0,2025-02-28,0.4749382211712458
v3jjcvBOFbS0gDrinWReQsK6pPt2,iknR9qbLh9ZVXW6DLCa24hv0hq23,1,1,0,,2025-02-23,0.06182646432972597
v3jjcvBOFbS0gDrinWReQsK6pPt2,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,5,2,0,,2024-12-08,0.07883745737448292
v3jjcvBOFbS0gDrinWReQsK6pPt2,DsrjfIvXpFQpDBqLNpFTvNByp0u2,5,1,0,,2025-02-26,0.14915151849809166
xGXCi2XliDOICsxuqCNnAal7W8e2,DsrjfIvXpFQpDBqLNpFTvNByp0u2,1,4,0,,2025-03-19,0.24216285479813862
xGXCi2XliDOICsxuqCNnAal7W8e2,v3njZn6muKYDNyM2HsyWgMrU8mi2,4,3,0,,2025-02-15,0.18855984066886305
xGXCi2XliDOICsxuqCNnAal7W8e2,R15YifvlSQRs3vxkbBQIrxwfz1M2,3,0,0,,2025-01-21,0.042848251176825565
xGXCi2XliDOICsxuqCNnAal7W8e2,Y1xiSEf7OsQabrNMK786vsstN702,1,0,0,,2025-02-22,0.020381101989183106
xGXCi2XliDOICsxuqCNnAal7W8e2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,2,3,1,4.0,2025-03-17,0.4315765886759384
xGXCi2XliDOICsxuqCNnAal7W8e2,iknR9qbLh9ZVXW6DLCa24hv0hq23,5,1,3,5.0,2025-06-20,2.117356635666941
xGXCi2XliDOICsxuqCNnAal7W8e2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,1,0,0,,2025-09-02,0.17207689343270618
xGXCi2XliDOICsxuqCNnAal7W8e2,0W7NM9Ie82Ta9E6BWE569HKVAE42,2,4,0,,2025-10-20,2.933231097550159
xGXCi2XliDOICsxuqCNnAal7W8e2,4JIeujA4Dnhs4idBMx38ZtXFoQf1,5,0,0,,2025-07-12,0.4827995544667995
xGXCi2XliDOICsxuqCNnAal7W8e2,FtYF3kPPyFeyVUpTPRigfsV0YDl2,4,0,0,,2025-08-08,0.5213689847126236
yKLLNo03cBftcJrHJG3AzfjO13x1,2cPC4cc64pNHZ7sIOqBv7d6qup33,4,1,0,,2025-03-01,0.13217745098426265
yKLLNo03cBftcJrHJG3AzfjO13x1,nll9dUGXHMYqJxqYoLQeJo2rpGL2,3,5,0,,2025-08-14,1.8112630129199503
yKLLNo03cBftcJrHJG3AzfjO13x1,QJ8HvLQFoQaTr16OvNXZdZpnj7F3,3,1,0,,2025-07-16,0.5047412949866384
yKLLNo03cBftcJrHJG3AzfjO13x1,k2kncfGm6FfoATWUjyeqbmCCBDm2,1,0,0,,2025-03-23,0.02812982272931127
yKLLNo03cBftcJrHJG3AzfjO13x1,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,2,5,0,,2025-05-06,0.5503893073191393
yKLLNo03cBftcJrHJG3AzfjO13x1,ECcTDZvf9vOkwuc4xcbqBVNSFot1,3,0,0,,2024-12-13,0.027780421172306127
yKLLNo03cBftcJrHJG3AzfjO13x1,UAUK5c6yUiPDhemJ4nHJIV4MLuE3,2,1,0,,2025-08-17,0.5762018394910186
yKLLNo03cBftcJrHJG3AzfjO13x1,PjAMGPVThoTMSJa9VXigyJuNy5y2,4,1,2,,2025-01-29,0.2809883444510781
zIkXwaQxKlhPUmvC5KYrPEKms7F2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,4,0,0,,2025-11-06,1.4172278370664666
zIkXwaQxKlhPUmvC5KYrPEKms7F2,y5E27NmxoUQt1jMjpo2lFZSrwPn1,3,0,0,,2025-04-02,0.09430683990100092
zIkXwaQxKlhPUmvC5KYrPEKms7F2,DRzN2ih64uMGEuOjZprMovy5fW03,1,0,0,,2025-04-13,0.03552240605901351
zIkXwaQxKlhPUmvC5KYrPEKms7F2,4JIeujA4Dnhs4idBMx38ZtXFoQf1,4,1,1,,2025-09-12,2.3075905164109285
zIkXwaQxKlhPUmvC5KYrPEKms7F2,iknR9qbLh9ZVXW6DLCa24hv0hq23,2,0,0,,2025-02-19,0.03942585997900747
zIkXwaQxKlhPUmvC5KYrPEKms7F2,Y1xiSEf7OsQabrNMK786vsstN702,4,5,2,5.0,2025-09-08,5.334251896985914
zRYU58qTQggByTV4HTmLqtSxwnp1,4JIeujA4Dnhs4idBMx38ZtXFoQf1,4,0,0,,2024-12-07,0.03465170407175018
zRYU58qTQggByTV4HTmLqtSxwnp1,exMEFoTNtJab9zbdtPUirylPR0S2,5,4,2,4.0,2025-10-11,7.272226472699591
zRYU58qTQggByTV4HTmLqtSxwnp1,YIeOeuPVRHTW01YOwKwSAxIVzGO2,3,2,0,,2025-07-20,0.7387523072688158
zRYU58qTQggByTV4HTmLqtSxwnp1,y5E27NmxoUQt1jMjpo2lFZSrwPn1,5,0,0,,2025-01-11,0.06390383301626851
zRYU58qTQggByTV4HTmLqtSxwnp1,Y1xiSEf7OsQabrNMK786vsstN702,2,3,0,,2025-02-20,0.15946547129489974
zRYU58qTQggByTV4HTmLqtSxwnp1,0W7NM9Ie82Ta9E6BWE569HKVAE42,5,1,0,,2025-08-08,0.9123957232470913
zRYU58qTQggByTV4HTmLqtSxwnp1,DRzN2ih64uMGEuOjZprMovy5fW03,3,4,0,,2025-02-10,0.19620696340988816
zRYU58qTQggByTV4HTmLqtSxwnp1,eOQddar3QtZyhchS9WDKPAXZhis2,1,0,0,,2025-05-17,0.05182856430576393
zRYU58qTQggByTV4HTmLqtSxwnp1,R15YifvlSQRs3vxkbBQIrxwfz1M2,3,0,0,,2025-08-31,0.5048854128098454
zttddeiUKqQUGqdtj7TOeCSwYhB2,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,4,0,0,,2025-02-12,0.07295124551969843
zttddeiUKqQUGqdtj7TOeCSwYhB2,DsrjfIvXpFQpDBqLNpFTvNByp0u2,5,3,0,,2025-07-04,0.971819451661282
zttddeiUKqQUGqdtj7TOeCSwYhB2,YIeOeuPVRHTW01YOwKwSAxIVzGO2,2,0,0,,2025-08-31,0.33659027520656365
zttddeiUKqQUGqdtj7TOeCSwYhB2,0W7NM9Ie82Ta9E6BWE569HKVAE42,5,0,0,,2025-08-27,0.8048956788441898
zttddeiUKqQUGqdtj7TOeCSwYhB2,R15YifvlSQRs3vxkbBQIrxwfz1M2,5,4,0,,2025-08-22,1.9796365911004807
zttddeiUKqQUGqdtj7TOeCSwYhB2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,4,4,0,,2025-10-19,3.480984042973523
zttddeiUKqQUGqdtj7TOeCSwYhB2,Y1xiSEf7OsQabrNMK786vsstN702,1,4,0,,2025-11-28,4.071768381161818
zttddeiUKqQUGqdtj7TOeCSwYhB2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,3,0,0,,2025-12-05,1.4670343087269009
zttddeiUKqQUGqdtj7TOeCSwYhB2,eOQddar3QtZyhchS9WDKPAXZhis2,3,0,0,,2025-08-01,0.3617662065302271
